Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000078,17127571640,Beatriz Lopes,2022-08-10,BRL,22962.79,Depósito,Recusada,Viagem,BTG,6,524.29,23487.08
FIN000269,650.747.248.66,Juliana Queiroz,2023-01-31,BRL,"5833,18",pix,Aprovada,Alimentação,XP,3,167.0,6000.18
FIN000930,959-243-797-55,Priscila Gomes,2024-09-27,BRL,15493.56,Depósito,Recusada,Vestuário,BTG,12,394.79,15888.35
FIN000124,62439958435,Juliana Queiroz,2022-09-21,BRL,19325.88,Transferência,Recusada,,XP,2,246.81,7730.35
FIN000298,82338030497,Leticia Moura,2023-02-27,BRL,18526.91,Pagamento,Pendente,Moradia,Inter,2,384.22,18911.13
FIN000882,40651415741,Leticia Moura,2024-08-14,BRL,13478.35,Pagamento,Pendente,Alimentação,C6 Bank,6,322.98,13801.33
FIN000096,,Rodrigo Farias,2022-08-26,BRL,5858.96,PIX,Pendente,Tecnologia,Inter,3,129.59,2343.58
FIN000734,49650431937,Isabela Nunes,31.03.2024,BRL,23316.18,Pagamento,Aprovada,Alimentação,XP,1,285.65,23601.83
FIN000012,36164871921,Vanessa Coelho,2022-06-11,BRL,18681.84,Saque,Aprovada,Investimento,Inter,12,342.67,19024.51
FIN000115,57395836117,Camila Rocha,2022-09-13,BRL,18119.42,Saque,Aprovada,Viagem,Inter,6,470.3,18589.72
FIN000844,16178338852,Marcelo Teixeira,2024-07-10,BRL,23343.96,PIX,Recusada,Vestuário,Inter,2,513.59,23857.55
FIN000429,63480625967,Guilherme Mota,2023-06-27,BRL,11973.02,Depósito,Pendente,Vestuário,Inter,12,283.17,12256.19
FIN000258,28959258459,Andre Monteiro,2023-01-21,BRL,15375.84,PIX,Aprovada,Alimentação,BTG,24,326.51,15702.35
FIN000732,43868415151,Felipe Andrade,2024-03-30,BRL,17433.07,Depósito,Pendente,Vestuário,Banco do Brasil,3x,463.83,17896.9
FIN000950,75872722971,Priscila Gomes,2024-10-15,BRL,1650.42,DEPOSITO,Recusada,Moradia,Banco do Brasil,2,26.56,1676.98
FIN000765,87178759557,Leticia Moura,2024-04-29,BRL,"R$21.480,21",Saque,Recusada,Alimentação,XP,3,422.69,21902.9
FIN000353,92055799083,Leonardo Braga,2023/04/18,BRL,"22206,74",Transferência,Aprovada,Moradia,BTG,1,434.92,22641.66
FIN000923,43212150080,Felipe Andrade,2024-09-20,GBP,GBP 1850.91,Pagamento,Aprovada,Alimentação,Inter,12,131.58,11792.3
FIN000774,925-806-730-81,Guilherme Mota,2024-05-07,BRL,20625.63,Saque,Pendente,Alimentação,Banco do Brasil,6,266.42,20892.05
FIN000956,645.768.360-90,Henrique,2024-10-20,BRL,10351.95,Depósito,Recusada,Moradia,XP,1,283.86,10635.81
FIN000691,69483348559,Andre Monteiro,21-Feb-2024,BRL,1759.49,P-I-X,Aprovada,Viagem,BTG,1 parcelas,42.38,1801.87
FIN000791,47767958239,Diego,22.05.2024,BRL,11146.14,Dep.,Pendente,Moradia,XP,12,112.81,11258.95
FIN000532,38019454631,Diego Peixoto,2023-09-29,BRL,2690.58,SAQUE,aprovada,Moradia,C6 Bank,1,,2748.8
FIN000868,91345792549,Thiago Cavalcanti,2024-08-01,BRL,5471.9,Depósito,Recusada,Moradia,BTG,6,39.31,5511.21
FIN000170,198.628.611.91,Beatriz Lopes,2022-11-02,BRL,4153.64,DOC,recus.,Alimentação,,24,36.66,4190.3
FIN000240,70741434797,Thiago Cavalcanti,jan. 05 2023,BRL,21968.93,PIX,Pendente,Alimentação,Inter,1,640.15,22609.08
FIN000074,88986657578,Amanda Vieira,jun. 08 2022,BRL,1270.37,Transferência,Pendente,Tecnologia,Banco do Brasil,3,19.79,1290.16
FIN000762,22725262540,Natalia Correia,2024-04-26,BRL,7304.47,Saque,Aprovada,Investimento,XP,3,48.66,7353.13
FIN000741,74122121818,Marcelo Teixeira,07/04/2024,BRL,9857.76,Saque,Pendente,Moradia,C6 Bank,3,104.64,9962.4
FIN000751,43051915056,Rodrigo Farias,2024-04-16,BRL,3644.86,PIX,Aprovada,Moradia,XP,24,64.88,3709.74
FIN000742,86835211895,Carolina Azevedo,Apr 08 2024,EUR,EUR 1412.23,Depósito,Recusada,Vestuário,C6 Bank,6,206.11,7973.36
FIN000831,43952990999,Guilherme Mota,2024-06-28,BRL,7067.02,Pagamento,Pendente,Viagem,XP,6,52.96,7119.98
FIN000048,98296854711,Henrique Pinto,2022-07-13,BRL,24208.42,Pagamento,Autorizada,Alimentação,Inter,6,272.95,24481.37
FIN000763,78620837065,Rafael Macedo,2024/04/27,BRL,13126.98,Depósito,Pend.,Alimentação,BTG,2,316.06,13443.04
FIN000592,65772254630,Rafael Macedo,2023-11-23,BRL,11623.17,Depósito,Aprovada,Tecnologia,XP,1,251.47,11874.64
FIN000808,271.847.120.77,Priscila Gomes,2024-06-07,BRL,21667.65,Pagamento,Pendente,Investimento,Banco do Brasil,6,587.37,22255.02
FIN000506,93947417687,Camila Rocha,2023-09-05,GBP,GBP 3696.87,Depósito,Aprovada,Tecnologia,Inter,6,247.0,23537.29
FIN000653,72689185824,Priscila Gomes,2024-01-17,BRL,7433.13,Transferência,Recusada,,Banco do Brasil,6,180.76,7613.89
FIN000193,89059698390,Priscila Gomes,2022-11-23,BRL,21189.04,Saque,Pendente,Viagem,Banco do Brasil,2,470.57,21659.61
FIN000245,10524966778,Isabela Nunes,2023-01-09,BRL,7341.06,Pagamento,Em processamento,Tecnologia,Inter,1,132.92,7473.98
FIN000060,14562766450,felipe andrade,2022-07-24,BRL,2022.21,Saque,Aprovada,Vestuário,Banco do Brasil,12,52.6,2074.81
FIN000177,886.838.168.54,Natalia Correia,2022-11-08,BRL,"17490,86",Transferência,Aguardando,Investimento,C6 Bank,12,328.72,17819.58
FIN000450,28621649561,Amanda Vieira,2023-07-16,BRL,12233.31,Saque,Aprovada,Moradia,XP,1,256.19,12489.5
FIN000056,57442817855,Henrique Pinto,2022-07-21,BRL,20945.47,Pagamento,Recusada,Alimentação,C6 Bank,2,266.99,21212.46
FIN000920,57026064773,Amanda Vieira,2024-09-17,BRL,17188.07,Depósito,Aprovada,Alimentação,Inter,24,345.16,17533.23
FIN000642,30971434652,Leticia Moura,2024-01-07,BRL,1304.38,Pagamento,Pendente,Vestuário,Banco do Brasil,2x,11.29,1315.67
